113.105.151.64,8000,SnCenter_DongGuan_dianxin_1
113.105.151.65,8000,SnCenter_DongGuan_dianxin_2
119.188.39.17,8000,SnCenter_JiNan_wangtong_1
119.188.39.18,8000,SnCenter_JiNan_wangtong_2
